time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452450000	4.5743	18.8386	4.93689	3.80222	0.481116	radar	1.49155	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.40178	18.7063	4.89087	3.82485	0.480742	lidar	1.1024	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.22568	18.5641	4.82251	3.83901	0.453284	radar	1.28894	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.11151	18.4086	4.7161	3.8835	0.484859	lidar	1.71364	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.92642	18.2341	4.84907	3.92657	0.542415	radar	7.11975	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.65224	18.0942	4.97712	3.90528	0.474949	lidar	2.90131	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.49361	17.9452	4.87228	3.91601	0.439302	radar	3.46524	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.25617	17.7791	4.96146	3.91212	0.402941	lidar	1.17361	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.07443	17.594	5.03438	3.94535	0.4397	radar	2.29336	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.89747	17.4768	4.98223	3.94461	0.411995	lidar	6.16961	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.75736	17.2581	5.04417	4.00321	0.486348	radar	2.85403	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.5803	17.0704	5.06047	4.02009	0.476372	lidar	0.0615627	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.41691	16.907	4.94742	4.01779	0.416698	radar	2.30001	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.25327	16.7354	4.93792	4.0299	0.405714	lidar	0.511698	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.07486	16.5406	4.9256	4.03262	0.367084	radar	4.84517	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.92011	16.31	4.967	4.06122	0.379293	lidar	2.25209	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.76308	16.1352	4.90796	4.06228	0.342476	radar	0.8354	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.55152	15.9688	4.9582	4.044	0.295047	lidar	1.53803	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.42609	15.7347	5.03932	4.09501	0.367059	radar	2.2958	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.25073	15.5156	5.09269	4.1035	0.352992	lidar	0.679247	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.08979	15.3235	5.07478	4.1057	0.326695	radar	0.911182	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.870433	15.1039	5.17978	4.0919	0.284917	lidar	1.93008	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.721091	14.9252	5.09358	4.08792	0.244695	radar	2.36183	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.631738	14.7121	5.02941	4.12656	0.280251	lidar	0.772916	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.519463	14.4686	5.09691	4.17028	0.337618	radar	1.96231	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.342517	14.2451	5.15847	4.16767	0.310846	lidar	0.628104	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.21549	13.9902	5.28164	4.20837	0.370181	radar	2.71775	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.222796	13.7412	5.15058	4.28942	0.45549	lidar	4.0574	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.117709	13.4977	5.20685	4.31796	0.472345	radar	0.717051	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.056008	13.264	5.27567	4.30457	0.420452	lidar	1.2861	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.175701	13.048	5.19169	4.30345	0.375136	radar	1.36102	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.160518	12.8248	5.06121	4.37469	0.450298	lidar	3.53204	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.277615	12.6012	4.99173	4.36894	0.396194	radar	3.44654	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.40189	12.3665	5.02732	4.36765	0.366139	lidar	0.38862	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.527196	12.1593	4.98268	4.35504	0.315321	radar	3.62026	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.602307	11.943	4.95112	4.37321	0.319484	lidar	0.505298	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.732255	11.7144	4.96454	4.36074	0.275307	radar	2.66155	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.943452	11.4694	5.08251	4.31139	0.186233	lidar	3.87693	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.0506	11.2448	5.01364	4.30366	0.145112	radar	2.28495	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.23424	11.0186	5.0819	4.26801	0.0865173	lidar	1.74564	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.30852	10.7696	5.15005	4.30725	0.157369	radar	1.87753	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.43973	10.5148	5.2039	4.30299	0.140712	lidar	0.70123	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.52946	10.2489	5.27998	4.33007	0.183192	radar	1.49111	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.62088	10.0406	5.22346	4.33698	0.181178	lidar	2.04113	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.7095	9.81138	5.17947	4.3436	0.172368	radar	0.544372	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.77678	9.59379	5.12211	4.361	0.184917	lidar	0.893441	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.8926	9.33821	5.21359	4.36601	0.191753	radar	2.43046	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.97386	9.04298	5.27868	4.38494	0.202977	lidar	3.97865	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.05867	8.82227	5.19448	4.38269	0.172748	radar	1.91769	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.15391	8.57007	5.21511	4.38628	0.165626	lidar	0.0814494	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.28979	8.31238	5.27776	4.36957	0.13011	radar	2.55648	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.32571	8.08321	5.20189	4.39884	0.161816	lidar	1.03465	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.38215	7.87395	5.11181	4.41092	0.163678	radar	5.54317	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.49991	7.62092	5.16465	4.39961	0.13686	lidar	0.622425	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.67096	7.38369	5.17353	4.34645	0.0300042	radar	5.04901	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.77635	7.12832	5.20682	4.34332	0.0233964	lidar	0.259372	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.82975	6.89506	5.18655	4.37262	0.0785567	radar	1.93525	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.86201	6.69394	5.06741	4.39653	0.105382	lidar	2.56092	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.91857	6.47736	4.95637	4.39521	0.0723623	radar	3.66065	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.97194	6.24372	4.93016	4.40947	0.0863383	lidar	0.297116	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.0942	5.99251	5.01959	4.39679	0.0708677	radar	3.60589	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.18221	5.71483	5.09171	4.39927	0.0684755	lidar	1.82188	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.29398	5.46655	5.09585	4.37352	0.00501084	radar	2.02358	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.39552	5.2029	5.15126	4.3685	-0.00222473	lidar	0.608104	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.45892	4.95747	5.15177	4.38822	0.0392164	radar	0.378764	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.58092	4.67296	5.26198	4.37705	0.0228221	lidar	2.05964	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.69133	4.41868	5.26994	4.3537	-0.035315	radar	1.92257	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.83192	4.14185	5.37502	4.33582	-0.0540307	lidar	2.18365	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.90618	3.90288	5.34572	4.35561	-0.000891609	radar	1.4713	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.9751	3.67468	5.27909	4.36198	0.00530244	lidar	0.839896	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.07148	3.47544	5.18596	4.34305	-0.0407578	radar	4.0459	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.16319	3.23145	5.18802	4.34209	-0.0394838	lidar	0.0149971	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.27951	2.97471	5.23597	4.32603	-0.0713919	radar	0.593116	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.37238	2.69742	5.2948	4.32969	-0.0612104	lidar	1.30633	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.45674	2.44851	5.2864	4.33944	-0.0319074	radar	0.281216	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.56338	2.18004	5.34121	4.33833	-0.0289858	lidar	0.561742	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.67142	1.95281	5.31505	4.30851	-0.107261	radar	3.81339	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.79078	1.67358	5.39994	4.30542	-0.100098	lidar	1.39552	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.91344	1.42426	5.42509	4.28865	-0.128181	radar	0.27212	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.97128	1.19752	5.32943	4.29385	-0.120632	lidar	5.2572	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.0634	0.98733	5.23881	4.29266	-0.105146	radar	1.22891	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.12295	0.760692	5.16837	4.29821	-0.0969914	lidar	3.98169	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.21888	0.457108	5.30348	4.30721	-0.0824045	radar	5.37514	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.29316	0.219396	5.26455	4.3106	-0.0755967	lidar	1.58979	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.40174	-0.0138085	5.22564	4.31674	-0.0365614	radar	5.8688	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.4712	-0.249755	5.19013	4.32297	-0.0285089	lidar	1.61289	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.59191	-0.420388	5.08518	4.29076	-0.0850893	radar	3.54366	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.7281	-0.597763	5.00679	4.26127	-0.123031	lidar	2.27037	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.84478	-0.825967	5.07366	4.23536	-0.183251	radar	5.30176	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.9407	-1.105	5.15808	4.24945	-0.146678	lidar	1.81706	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.02861	-1.38045	5.22045	4.26537	-0.110971	radar	2.99857	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.1684	-1.58492	5.18414	4.24142	-0.13843	lidar	0.961832	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.31442	-1.82276	5.29773	4.20649	-0.21309	radar	3.48517	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.42155	-2.07858	5.32669	4.21151	-0.189585	lidar	0.590773	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.57314	-2.27575	5.25831	4.18704	-0.20477	radar	3.06031	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.72465	-2.48361	5.23899	4.16401	-0.223827	lidar	0.359096	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.88167	-2.69292	5.23438	4.14065	-0.243007	radar	0.952915	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.97107	-2.97369	5.29904	4.16852	-0.182717	lidar	2.76739	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.09864	-3.19728	5.25547	4.16782	-0.16117	radar	0.363386	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.22365	-3.38781	5.19402	4.15217	-0.174761	lidar	1.38072	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.36862	-3.64087	5.24665	4.15389	-0.155851	radar	4.47253	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.53142	-3.76513	5.11143	4.10331	-0.222535	lidar	4.56504	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.67742	-3.97243	5.12754	4.08975	-0.230265	radar	0.452471	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.8293	-4.20742	5.17029	4.08769	-0.215094	lidar	0.595247	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.98021	-4.42641	5.17716	4.082	-0.205683	radar	0.423283	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.13898	-4.67181	5.23537	4.08332	-0.187036	lidar	1.26847	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.27583	-4.87414	5.1218	4.08743	-0.151312	radar	2.33913	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.40446	-5.0958	5.1263	4.09341	-0.131614	lidar	0.288309	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.55184	-5.25638	5.00097	4.07621	-0.13818	radar	3.48504	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.74163	-5.45427	5.02933	4.0528	-0.161247	lidar	1.81904	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.90139	-5.6505	5.02289	4.04288	-0.162606	radar	0.258502	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.05644	-5.83636	5.00828	4.03139	-0.167749	lidar	0.0892854	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.196	-5.98684	4.88362	4.018	-0.169453	radar	5.5723	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.37633	-6.07863	4.77806	3.96419	-0.236505	lidar	4.09857	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.55431	-6.26011	4.81506	3.94878	-0.242565	radar	1.05588	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.68755	-6.47821	4.8422	3.96768	-0.197693	lidar	0.723295	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.91658	-6.63375	4.94243	3.92005	-0.258206	radar	7.17498	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1199	-6.80078	4.96129	3.89487	-0.275216	lidar	0.653458	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3077	-6.95997	4.98865	3.87388	-0.287907	radar	0.909711	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5374	-7.1464	5.05643	3.85213	-0.296786	lidar	3.74294	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7476	-7.2821	5.0579	3.81863	-0.324511	radar	1.69155	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9946	-7.44847	5.12042	3.78886	-0.342249	lidar	3.50177	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1851	-7.5827	5.04789	3.76922	-0.345718	radar	1.28547	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3276	-7.74564	4.99472	3.78099	-0.305764	lidar	3.24097	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5251	-7.86744	4.95071	3.75571	-0.320238	radar	1.68078	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.7025	-7.97237	4.88746	3.7323	-0.332002	lidar	2.82012	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.8965	-8.07961	4.77761	3.70603	-0.34631	radar	1.40903	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.1096	-8.1699	4.75955	3.66899	-0.374409	lidar	0.432107	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3408	-8.29785	4.90713	3.65001	-0.371317	radar	2.86354	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5426	-8.38074	4.86339	3.61941	-0.389069	lidar	1.53695	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7499	-8.46022	4.76365	3.58575	-0.412718	radar	1.43372	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0284	-8.55238	4.84165	3.54281	-0.442379	lidar	4.15986	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2826	-8.64971	4.9399	3.51795	-0.441296	radar	2.75644	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.5016	-8.6994	4.9017	3.47996	-0.464353	lidar	1.56069	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.7197	-8.73048	4.77653	3.42994	-0.511102	radar	3.28098	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9386	-8.85415	4.79014	3.43682	-0.465675	lidar	1.33525	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1955	-8.94528	4.94197	3.42847	-0.432231	radar	2.97919	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4136	-9.07007	4.93648	3.44077	-0.385355	lidar	0.911293	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6419	-9.1407	4.89715	3.42116	-0.389135	radar	0.338252	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9328	-9.13314	4.95592	3.35256	-0.456212	lidar	1.70208	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1936	-9.20551	4.99583	3.33875	-0.442483	radar	4.56231	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4545	-9.33402	5.04075	3.35616	-0.387517	lidar	5.46267	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6956	-9.36108	4.9465	3.31675	-0.427887	radar	2.12062	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9497	-9.45325	4.97274	3.32034	-0.39325	lidar	2.16197	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.2009	-9.45984	4.9354	3.27656	-0.433721	radar	2.21305	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4522	-9.45147	4.94172	3.23381	-0.462519	lidar	0.46129	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6674	-9.4516	4.8635	3.20072	-0.483011	radar	5.00348	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.953	-9.43302	4.93153	3.15549	-0.510768	lidar	1.45254	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.2039	-9.49931	4.97834	3.17122	-0.443478	radar	8.04417	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.464	-9.51949	4.99609	3.15591	-0.434022	lidar	0.507721	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7217	-9.50741	4.97847	3.12139	-0.459561	radar	1.66857	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9769	-9.47308	4.99385	3.08437	-0.478323	lidar	0.16928	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2205	-9.4335	4.95692	3.04291	-0.512169	radar	0.581715	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4137	-9.49073	4.85048	3.06392	-0.450954	lidar	2.2429	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6488	-9.48248	4.87348	3.05547	-0.421338	radar	1.73646	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.8982	-9.47297	4.88105	3.04133	-0.412004	lidar	0.266618	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1273	-9.43717	4.88683	3.02136	-0.403957	radar	3.91291	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3793	-9.30599	4.93995	2.95031	-0.471542	lidar	3.07904	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6129	-9.2271	4.9054	2.90375	-0.515471	radar	1.05077	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8685	-9.09573	4.96857	2.84255	-0.561708	lidar	1.18523	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1089	-8.98981	5.00107	2.80263	-0.572627	radar	4.86275	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2657	-9.14841	4.72882	2.89119	-0.424263	lidar	14.6645	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.5034	-9.112	4.74832	2.887	-0.394606	radar	1.55201	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7278	-9.00907	4.76767	2.84717	-0.420724	lidar	0.780507	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9702	-8.92858	4.78687	2.81965	-0.433843	radar	2.53102	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1649	-8.86116	4.73108	2.80154	-0.429487	lidar	1.13926	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.3978	-8.77488	4.73582	2.77383	-0.445072	radar	1.96583	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.5867	-8.75609	4.63661	2.78273	-0.405082	lidar	1.37767	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7753	-8.61487	4.56818	2.71242	-0.502789	radar	6.28611	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.978	-8.53532	4.54837	2.6958	-0.491837	lidar	0.084898	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.1878	-8.43252	4.59029	2.68107	-0.462321	radar	2.15782	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.423	-8.32654	4.63838	2.6608	-0.45835	lidar	1.40231	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6124	-8.21418	4.60446	2.62951	-0.477789	radar	0.79087	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8612	-7.94857	4.82185	2.54214	-0.556758	lidar	6.20572	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0523	-7.79549	4.79169	2.48878	-0.618825	radar	3.16876	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2829	-7.61028	4.89181	2.44876	-0.628545	lidar	2.21967	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4855	-7.47217	4.92546	2.44955	-0.554519	radar	2.05351	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6488	-7.33309	4.86884	2.42575	-0.550862	lidar	0.691497	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8421	-7.1702	4.89852	2.40717	-0.527683	radar	0.935598	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-23.9985	-7.08998	4.75944	2.40926	-0.495638	lidar	2.1906	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
